ece,auroc,brier_score,n_words_evaluated,deletion_rate,bins
0.2442,0.6462,0.1199,19508,0.034,"[{'bin': '[0.0, 0.1)', 'n': 4628, 'accuracy': 0.0017, 'confidence': 0.058, 'gap': 0.0563}, {'bin': '[0.1, 0.2)', 'n': 4843, 'accuracy': 0.0078, 'confidence': 0.1478, 'gap': 0.1399}, {'bin': '[0.2, 0.3)', 'n': 3424, 'accuracy': 0.0199, 'confidence': 0.2466, 'gap': 0.2267}, {'bin': '[0.3, 0.4)', 'n': 2287, 'accuracy': 0.0582, 'confidence': 0.3477, 'gap': 0.2895}, {'bin': '[0.4, 0.5)', 'n': 1545, 'accuracy': 0.0259, 'confidence': 0.4448, 'gap': 0.4189}, {'bin': '[0.5, 0.6)', 'n': 1073, 'accuracy': 0.0084, 'confidence': 0.5471, 'gap': 0.5387}, {'bin': '[0.6, 0.7)', 'n': 557, 'accuracy': 0.009, 'confidence': 0.6397, 'gap': 0.6307}, {'bin': '[0.7, 0.8)', 'n': 413, 'accuracy': 0.0, 'confidence': 0.7117, 'gap': 0.7117}, {'bin': '[0.8, 0.9)', 'n': 585, 'accuracy': 0.0034, 'confidence': 0.8203, 'gap': 0.8168}, {'bin': '[0.9, 1.0)', 'n': 39, 'accuracy': 0.0, 'confidence': 0.9857, 'gap': 0.9857}]"
