n_sentences,utmos,dnsmos_ovrl,dnsmos_sig,dnsmos_bak
200,"{'p50': 4.239754676818848, 'p90': 4.3641077995300295, 'p95': 4.397706007957458, 'p99': 4.461345810890197, 'mean': 4.16739782333374, 'std': 0.21379355658237273, 'min': 3.3269460201263428, 'max': 4.468256950378418}","{'p50': 3.2828396558921016, 'p90': 3.41791849769333, 'p95': 3.433629166351009, 'p99': 3.5051168892103193, 'mean': 3.2641953151646907, 'std': 0.13360297903662519, 'min': 2.710027474215044, 'max': 3.5661671724331314}","{'p50': 3.5621056049041258, 'p90': 3.6648772009552357, 'p95': 3.6865384093464844, 'p99': 3.720866766669492, 'mean': 3.5548929392200126, 'std': 0.09380004949040596, 'min': 3.1505235851229885, 'max': 3.771843537034308}","{'p50': 4.0914169017820665, 'p90': 4.17003815174457, 'p95': 4.182663591503422, 'p99': 4.2117158788154345, 'mean': 4.054619414176954, 'std': 0.12590934973474002, 'min': 3.2287293046613352, 'max': 4.22635095140109}"
