speaker_mismatch_warning,mcd_mean,pesq_mean,stoi_mean,n_samples
"LJSpeech speaker differs from Magpie Aria. PESQ/STOI/MCD scores reflect voice mismatch, not quality.",1062.53,1.076,0.0083,50
