ttfw,finalization_latency,streaming_rtf,stability_rate_mean,partial_latency,batch_wer,stream_wer,wer_delta,n_items
"{'p50': 0.3249694405021728, 'p90': 0.625581395709014, 'p95': 0.6263444571544824, 'p99': 0.7260419389304298, 'mean': 0.3456053145303546, 'std': 0.18566677846530316, 'min': 0.12206957199668977, 'max': 1.529619573004311}","{'p50': 0.13519321150670294, 'p90': 0.14580082271131686, 'p95': 0.1494245524496364, 'p99': 0.15469508136869986, 'mean': 0.13643617279652973, 'std': 0.008945396884190198, 'min': 0.0319215420022374, 'max': 0.1664289569889661}","{'p50': 1.0157091908686837, 'p90': 1.0363064186293103, 'p95': 1.043638960217504, 'p99': 1.0623251881014446, 'mean': 1.0193106546836452, 'std': 0.011463737359849667, 'min': 1.006111461421898, 'max': 1.0690915975969024}",0.9679287181821877,"{'p50': 0.022867178995511495, 'p90': 0.023967057804111392, 'p95': 0.02433989699347876, 'p99': 0.025232413485064175, 'mean': 0.02297378748260053, 'std': 0.005123345055972163, 'min': 0.02016534999711439, 'max': 0.5941236190119525}",0.04381329810656099,0.056142668428005284,0.012329370321444294,300
