n_sentences,utmos,dnsmos_ovrl,dnsmos_sig,dnsmos_bak
200,"{'p50': 4.214194059371948, 'p90': 4.3558145523071286, 'p95': 4.4036980152130125, 'p99': 4.426825966835022, 'mean': 4.135503388643265, 'std': 0.2352617916791695, 'min': 3.4123764038085938, 'max': 4.450711727142334}","{'p50': 3.2818126924276254, 'p90': 3.399839690192171, 'p95': 3.426547033509489, 'p99': 3.4654778049876547, 'mean': 3.264899986135656, 'std': 0.11854251420028773, 'min': 2.8826131095329193, 'max': 3.501204732908316}","{'p50': 3.5611102305477127, 'p90': 3.644537397372755, 'p95': 3.6657007646881525, 'p99': 3.7104746160755293, 'mean': 3.55352157992505, 'std': 0.0807650513246153, 'min': 3.2189818081356845, 'max': 3.7416163418270805}","{'p50': 4.1016318491094905, 'p90': 4.165906505192659, 'p95': 4.178493875100936, 'p99': 4.195373861567054, 'mean': 4.058698170426667, 'std': 0.12246781664103162, 'min': 3.5242364119518883, 'max': 4.221084086369172}"
