ttfw,finalization_latency,streaming_rtf,stability_rate_mean,partial_latency,batch_wer,stream_wer,wer_delta,n_items
"{'p50': 0.32441181456670165, 'p90': 0.6249895263463259, 'p95': 0.6255619559902698, 'p99': 0.725528127392754, 'mean': 0.34368298258321983, 'std': 0.17086446703982122, 'min': 0.12192787416279316, 'max': 0.7267937357537448}","{'p50': 0.13496864191256464, 'p90': 0.1459726237691939, 'p95': 0.15171529192011804, 'p99': 0.15978107244241982, 'mean': 0.1366291274440785, 'std': 0.009525155238656727, 'min': 0.03293013619259, 'max': 0.1728280046954751}","{'p50': 1.0155287753638909, 'p90': 1.0355864988512404, 'p95': 1.0430077820760073, 'p99': 1.0640973222590044, 'mean': 1.0192072225851663, 'std': 0.01153336534171932, 'min': 1.006370992470665, 'max': 1.0759263763074018}",0.9680990958565762,"{'p50': 0.02323136804625392, 'p90': 0.024221981503069402, 'p95': 0.024597648996859785, 'p99': 0.0253585640527308, 'mean': 0.02328790674962786, 'std': 0.0008256801861100437, 'min': 0.020838951226323843, 'max': 0.047361863777041435}",0.023557904007045355,0.028401585204755615,0.00484368119771026,300
