n_sentences,utmos,dnsmos_ovrl,dnsmos_sig,dnsmos_bak
200,{},"{'p50': 3.226886712771432, 'p90': 3.363990225137872, 'p95': 3.399463446309861, 'p99': 3.4452393026284804, 'mean': 3.2032721280440954, 'std': 0.1544042877719289, 'min': 2.5234298721979744, 'max': 3.5060578465146484}","{'p50': 3.522071879548704, 'p90': 3.612446090595535, 'p95': 3.636813629689098, 'p99': 3.693296346911999, 'mean': 3.505118102836522, 'std': 0.10046282180288785, 'min': 3.009977812028398, 'max': 3.720509973586648}","{'p50': 4.049964782747455, 'p90': 4.143348815862063, 'p95': 4.158490872642232, 'p99': 4.17676887393174, 'mean': 3.999015171143295, 'std': 0.17412893455076267, 'min': 3.058357370348464, 'max': 4.181471351244753}"
