speaker_mismatch_warning,mcd_mean,pesq_mean,stoi_mean,n_samples
"LJSpeech speaker differs from Magpie Aria. PESQ/STOI/MCD scores reflect voice mismatch, not quality.",1062.57,1.076,0.0103,50
