ece,auroc,brier_score,n_words_evaluated,deletion_rate,bins
0.2444,0.6429,0.1204,17911,0.1106,"[{'bin': '[0.0, 0.1)', 'n': 4227, 'accuracy': 0.0017, 'confidence': 0.058, 'gap': 0.0563}, {'bin': '[0.1, 0.2)', 'n': 4491, 'accuracy': 0.0082, 'confidence': 0.1479, 'gap': 0.1396}, {'bin': '[0.2, 0.3)', 'n': 3109, 'accuracy': 0.0203, 'confidence': 0.2468, 'gap': 0.2266}, {'bin': '[0.3, 0.4)', 'n': 2086, 'accuracy': 0.0594, 'confidence': 0.3475, 'gap': 0.2881}, {'bin': '[0.4, 0.5)', 'n': 1434, 'accuracy': 0.0237, 'confidence': 0.4447, 'gap': 0.421}, {'bin': '[0.5, 0.6)', 'n': 986, 'accuracy': 0.0081, 'confidence': 0.5473, 'gap': 0.5391}, {'bin': '[0.6, 0.7)', 'n': 517, 'accuracy': 0.0097, 'confidence': 0.6398, 'gap': 0.6301}, {'bin': '[0.7, 0.8)', 'n': 380, 'accuracy': 0.0, 'confidence': 0.7115, 'gap': 0.7115}, {'bin': '[0.8, 0.9)', 'n': 538, 'accuracy': 0.0037, 'confidence': 0.8204, 'gap': 0.8167}, {'bin': '[0.9, 1.0)', 'n': 37, 'accuracy': 0.0, 'confidence': 0.9857, 'gap': 0.9857}]"
