ece,auroc,brier_score,n_words_evaluated,deletion_rate,bins
0.2444,0.643,0.1205,17895,0.1115,"[{'bin': '[0.0, 0.1)', 'n': 4225, 'accuracy': 0.0017, 'confidence': 0.0581, 'gap': 0.0565}, {'bin': '[0.1, 0.2)', 'n': 4486, 'accuracy': 0.0082, 'confidence': 0.1479, 'gap': 0.1396}, {'bin': '[0.2, 0.3)', 'n': 3108, 'accuracy': 0.0203, 'confidence': 0.2468, 'gap': 0.2265}, {'bin': '[0.3, 0.4)', 'n': 2079, 'accuracy': 0.0596, 'confidence': 0.3476, 'gap': 0.2879}, {'bin': '[0.4, 0.5)', 'n': 1431, 'accuracy': 0.0238, 'confidence': 0.4447, 'gap': 0.421}, {'bin': '[0.5, 0.6)', 'n': 986, 'accuracy': 0.0081, 'confidence': 0.5472, 'gap': 0.539}, {'bin': '[0.6, 0.7)', 'n': 517, 'accuracy': 0.0097, 'confidence': 0.6398, 'gap': 0.6301}, {'bin': '[0.7, 0.8)', 'n': 382, 'accuracy': 0.0, 'confidence': 0.7114, 'gap': 0.7114}, {'bin': '[0.8, 0.9)', 'n': 538, 'accuracy': 0.0037, 'confidence': 0.8204, 'gap': 0.8167}, {'bin': '[0.9, 1.0)', 'n': 36, 'accuracy': 0.0, 'confidence': 0.9858, 'gap': 0.9858}]"
