ttfw,finalization_latency,streaming_rtf,stability_rate_mean,partial_latency,batch_wer,stream_wer,wer_delta,n_items
"{'p50': 0.32264667149866, 'p90': 0.6233486715991603, 'p95': 0.624575396000455, 'p99': 0.7244150337700921, 'mean': 0.33227069884667193, 'std': 0.17577366840349612, 'min': 0.1200428970005305, 'max': 0.7251720630010823}","{'p50': 0.134210415497364, 'p90': 0.14411374849987624, 'p95': 0.1482963548501175, 'p99': 0.15865678712008954, 'mean': 0.1352452170800037, 'std': 0.009224155202198426, 'min': 0.030703378000907833, 'max': 0.1702277669974137}","{'p50': 1.0154101768348887, 'p90': 1.0352454449391453, 'p95': 1.0427854263255305, 'p99': 1.0565863757021583, 'mean': 1.0188416062208714, 'std': 0.011112841376792184, 'min': 1.0062687235025585, 'max': 1.0673680311374905}",0.9677378266762594,"{'p50': 0.02181339799790294, 'p90': 0.023021320001134882, 'p95': 0.023476546997699188, 'p99': 0.026121370001783398, 'mean': 0.021971380588752636, 'std': 0.001835248340083588, 'min': 0.019108716001937864, 'max': 0.12804139299987582}",0.04667547335975341,0.047335975341259356,0.0006605019815059468,300
